Rating,Description,Pros,Cons,Author Info,Resignation Reason
3,Decent Compensation,"Decent compensation, PTO on top of 4 recharge weeks, and remote first.","Legacy Ruby monolith app, 401k and health benefits are not that great, and the stock keeps plummeting.","Verified User Current Employee  c********  Senior Software Engineer III - Apr 24, 2022  ",
4,Challenging but rewarding,• Exciting space to be working in • Tons of opportunity for growth • Solid comp and benefits• Autonomy,"• The pressure to move fast can feel overwhelming at times • At times it can be difficult to navigate such a large and rapidly changing organization while being remote, although I don't think this is necessarily Coinbase specific • Autonomy can be stressful at times • pressure to work long hours ","Verified User Current Employee  L*****  Engineer - Apr 24, 2022  ",
4,Experience depends heavily on your team,"1. Competitive comp structure2. Growth product team has a lot of really amazingly talented people 3. Transparency around comp structure which is really great, since I know what to look forward to and how to get to the next level4. Strong DRI culture 5. Great structure to support remote work6. Big emphasis on learning and development with a stipend to support it, both crypto learning and professional development ","1. Exceptionalism is core value, which means they expect everyone to go above and beyond for everything 2. Not all teams are easy to work with, even when OKRs are aligned ","Verified User Current Employee  e******  Product Manager II - Apr 22, 2022  ",
3,Kinda sexist,"Really good pay and benefits. I like that part. Other stuff, not so much.","They expect 60 hour weeks and have illogical OKRs for some teams. Product is King and other teams get treated kinda crappy. Also kinda sexist. Haven't been able to express an opinion over Slack in social channels without feeling bad because I got dog piled. Idk, culture sucks though.","Verified User Current Employee  p*********  Risk Compliance Analyst - Apr 21, 2022  ",
3,Leaving,"One of the few companies that actually has the chance of becoming the next Amazon. CB is leading in so many categories of the crypto industry, and their business practices make me feel confident that they will get very close. ","Just about everything else; if you don't ferociously advocate for yourself, you'll see no career development. Things have gotten incredibly siloed since we went remote, and individual successes rarely make it past 1-2 levels of management. If, at any point if your tenure, you have an average quarter/half, you are immediately removed from the high-potential list, and lose access to any growth. With the exception of CryptoU, learning and development is nonexistent. I no longer trust that leadership has my best interest, and I believe that just about any other opportunity would increase my active learning. I cannot wait to leave. ","Verified User Current Employee  W*****  Recruiter - Apr 21, 2022  ",
4,"Neck breaking, but so important",CB can be the next FAANG if it can get out of its own way. Industry leader and sets the bar for everyone else.,Highly political. Overworked and understaffed. Crypto knowledge is not entering the ranks,"Verified User Current Employee  J*********  Operations Engineer - Apr 18, 2022  ",
4,Surprisingly top down and political but good people and decent WLB,Good WLB relative to other tech companies.  I enjoy the people I work with and they're smart.  Compensation is competitive with short vesting.  Unlimited vacations,Surprisingly slow and political given the size of the company.  Decisions are top down.  Leadership doesn't listen and everyone has his or her own priorities.,"Verified User Current Employee  t*****  Data Scientist - Apr 18, 2022  ",
1,Terrible culture and leadership,Only good thing about Coinbase is that you get to work on crypto I had very high hopes when I joined but I regret joining,Terrible culture Terrible leadershipVery heavy on politics Middle management are not knowledgeable and they don't support their employees at all. In fact they will throw you under the bus if they need to,"Verified User Current Employee  R*****  Produce Manager - Apr 17, 2022  ",
5,Great place to work,Interesting projects ... Lot of growth opportunities in the team and outside,Infra is bad .. . Lot of  small projects leading to a lot of context switching,"Verified User Current Employee  h*****  Staff Software Engineer - Apr 16, 2022  ",
4,Excellent opportunities to learn and grow,Excellent opportunities to learn and grow if you're willing to spend time understanding the crypto space.,No real downsides. It's been a very collaborative environment in my team,"Verified User Current Employee  L*****  Security Program Manager - Apr 15, 2022  ",
